id,time,file,behaviour,type,family,stage,comment
7,542.142,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(1).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,562.228,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(1).MP4,intruder,Heterospecific,Wrasse,Adult,
7,646.079,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(1).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,679.512,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(1).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,705.171,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(1).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,714.45,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,745.548,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,826.962,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,893.829,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,913.415,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,1008.444,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,1170.005,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,1220.289,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Adult,
7,1252.788,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,1335.571,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,1367.769,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,1423.695,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(3).MP4,intruder,Heterospecific,Wrasse,Juvenile,
7,1698.069,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID7/CV_T1_ID7(3).MP4,intruder,Heterospecific,Wrasse,Juvenile,
8,1045.381,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Chromis,Adult,
8,1180.182,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Chromis,Adult,
8,1281.15,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Chromis,Adult,
8,1339.608,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Chromis,Adult,
8,1342.978,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Chromis,Adult,
8,1363.565,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Chromis,Adult,
8,1417.989,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,aggression,Heterospecific,Chromis,Adult,
8,331.064,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Chromis,Adult,
8,428.228,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Chromis,Adult,
8,824.226,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Chromis,Adult,
8,1066.368,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Chromis,Adult,
8,1754.392,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,intruder,Heterospecific,Chromis,Adult,
8,405.272,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,aggression,Heterospecific,Damselfish,Adult,
8,752.688,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Conspecific,Damselfish,Adult,
8,811.414,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Damselfish,Adult,
8,1159.995,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Damselfish,Adult,
8,1369.938,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Conspecific,Damselfish,Adult,
8,1500.538,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,intruder,Heterospecific,Damselfish,Adult,
8,1686.291,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,intruder,Heterospecific,Damselfish,Adult,
8,1705.209,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,intruder,Heterospecific,Damselfish,Adult,
8,499.432,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Grouper,Adult,
8,1252.287,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Grouper,Adult,
8,1792.664,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,intruder,Heterospecific,Grouper,Adult,
8,686.352,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
8,1620.091,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
8,1688.426,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
8,353.72,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
8,436.67,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
8,459.025,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
8,688.688,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
8,702.669,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
8,735.338,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
8,865.468,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
8,1516.654,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,intruder,Heterospecific,Parrotfish,Adult,
8,1771.075,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,aggression,Heterospecific,Surgeonfish,Adult,
8,1024.059,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Surgeonfish,Adult,
8,1122.791,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Surgeonfish,Juvenile,
8,1276.612,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Unidentified,Unknown,
8,1284.887,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Unidentified,Unknown,
8,1614.552,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,aggression,Heterospecific,Unidentified,Unknown,
8,321.221,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,aggression,Heterospecific,Unidentified,Unknown,
8,898.134,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Unidentified,Unknown,
8,1190.959,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,None,Unknown,Unknown,
8,621.888,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,aggression,Heterospecific,Wrasse,Juvenile,
8,886.222,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Wrasse,Juvenile,
8,1020.289,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,aggression,Heterospecific,Wrasse,Juvenile,
8,311.411,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Wrasse,Juvenile,
8,653.186,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(1).MP4,intruder,Heterospecific,Wrasse,Juvenile,
8,876.746,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
8,980.249,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
8,1015.017,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
8,1262.164,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(2).MP4,intruder,Heterospecific,Wrasse,Juvenile,
8,1415.587,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,intruder,Heterospecific,Wrasse,Juvenile,
8,1542.313,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID8/CV_T1_ID8(3).MP4,intruder,Heterospecific,Wrasse,Juvenile,
9,468.501,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,aggression,Heterospecific,Chromis,Adult,
9,334.534,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Chromis,Adult,
9,491.424,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Chromis,Adult,
9,429.262,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Conspecific,Damselfish,Juvenile,
9,723.492,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,intruder,Heterospecific,Damselfish,Juvenile,
9,529.829,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Grouper,Adult,
9,1651.089,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(3).MP4,intruder,Heterospecific,Grouper,Adult,
9,1745.016,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(3).MP4,intruder,Heterospecific,Grouper,Adult,
9,644.41,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Jack,Adult,
9,1093.462,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,intruder,Heterospecific,Jack,Adult,
9,311.745,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,326.96,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,337.838,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,447.38,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,502.402,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,517.25,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Parrotfish,Adult,
9,662.762,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,913.382,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,1126.528,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,1155.824,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,intruder,Heterospecific,Parrotfish,Adult,
9,1377.479,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,intruder,Heterospecific,Parrotfish,Adult,
9,1470.075,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(3).MP4,intruder,Heterospecific,Parrotfish,Juvenile,
9,591.658,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,aggression,Heterospecific,Pufferfish,Adult,
9,608.441,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,aggression,Heterospecific,Pufferfish,Adult,
9,642.408,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,aggression,Heterospecific,Pufferfish,Adult,
9,871.841,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,aggression,Heterospecific,Pufferfish,Adult,
9,955.958,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,aggression,Heterospecific,Pufferfish,Adult,
9,370.003,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,aggression,None,Unknown,Unknown,
9,378.445,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,aggression,Heterospecific,Unidentified,Unknown,
9,392.125,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,aggression,Heterospecific,Unidentified,Unknown,
9,1060.896,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,aggression,Heterospecific,Unidentified,Unknown,
9,1202.671,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(2).MP4,aggression,Heterospecific,Unidentified,Unknown,
9,622.522,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,aggression,Heterospecific,Wrasse,Juvenile,
9,313.814,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID9/CV_T1_ID9(1).MP4,intruder,Heterospecific,Wrasse,Juvenile,
10,492.125,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,intruder,Heterospecific,Butterflyfish,Adult,
10,1636.774,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(3).MP4,aggression,Heterospecific,Chromis,Adult,
10,308.842,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,intruder,Heterospecific,Chromis,Adult,
10,686.586,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,intruder,Heterospecific,Chromis,Adult,
10,912.548,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,intruder,Heterospecific,Chromis,Adult,
10,1047.349,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,intruder,Heterospecific,Chromis,Adult,
10,1438.71,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(3).MP4,intruder,Heterospecific,Chromis,Adult,
10,1741.779,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(3).MP4,intruder,Heterospecific,Chromis,Adult,
10,614.781,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,aggression,Heterospecific,Damselfish,Adult,
10,405.105,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,intruder,Heterospecific,Damselfish,Adult,
10,543.977,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,intruder,Heterospecific,Damselfish,Adult,
10,705.038,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,intruder,Conspecific,Damselfish,Adult,
10,1002.671,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,intruder,Heterospecific,Damselfish,Adult,
10,1256.825,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,intruder,Heterospecific,Damselfish,Adult,
10,1758.563,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(3).MP4,intruder,Heterospecific,Damselfish,Adult,
10,591.091,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,intruder,Heterospecific,Grouper,Adult,
10,768.07,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
10,804.974,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
10,939.008,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
10,1007.943,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
10,547.447,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,aggression,None,Unknown,Unknown,
10,603.77,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(1).MP4,aggression,None,Unknown,Unknown,
10,790.293,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,aggression,Heterospecific,Unidentified,Unknown,
10,1626.397,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(3).MP4,aggression,None,Unknown,Unknown,
10,1297.866,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,aggression,Heterospecific,Wrasse,Juvenile,
10,1392.361,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(2).MP4,aggression,Heterospecific,Wrasse,Juvenile,
10,1419.024,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID10/CV_T1_ID10(3).MP4,aggression,Heterospecific,Wrasse,Juvenile,
11,850.219,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID11/CV_T1_ID11(2).MP4,intruder,Heterospecific,Chromis,Adult,
11,883.686,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID11/CV_T1_ID11(2).MP4,intruder,Heterospecific,Grouper,Adult,
11,321.922,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID11/CV_T1_ID11(1).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
11,630.964,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID11/CV_T1_ID11(1).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
11,1419.624,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID11/CV_T1_ID11(3).MP4,aggression,Heterospecific,Parrotfish,Juvenile,
11,1246.115,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID11/CV_T1_ID11(2).MP4,aggression,Heterospecific,Pufferfish,Adult,
11,894.897,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID11/CV_T1_ID11(2).MP4,aggression,None,Unknown,Unknown,
11,1442.914,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID11/CV_T1_ID11(3).MP4,aggression,Heterospecific,Unidentified,Unknown,
13,605.505,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(1).MP4,intruder,Conspecific,Damselfish,Adult,Dusky damselfish x 4 COURTING?
13,809.712,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,Heterospecific,Jack,Adult,Bar jack
13,892.695,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,Heterospecific,Parrotfish,Adult,Striped parrotfish
13,896.365,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,Heterospecific,Parrotfish,Juvenile,Striped parrotfish
13,1046.181,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,Heterospecific,Parrotfish,Juvenile,Striped parrotfish
13,1060.763,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,Heterospecific,Parrotfish,Juvenile,Striped parrotfish x 2
13,1287.156,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,Heterospecific,Parrotfish,Juvenile,Striped parrotfish
13,1481.853,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(3).MP4,aggression,Heterospecific,Parrotfish,Adult,Redstriped parrotfish
13,1498.636,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(3).MP4,aggression,Heterospecific,Parrotfish,Adult,Redstriped parrotfish
13,1053.489,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,Heterospecific,Unidentified,Unknown,
13,1532.303,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(3).MP4,aggression,Heterospecific,Unidentified,Unknown,
13,1552.524,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(3).MP4,aggression,Heterospecific,Unidentified,Unknown,
13,1109.044,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,intruder,Heterospecific,Unidentified,Adult,Bar jack
13,596.563,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(1).MP4,aggression,None,Unknown,Unknown,
13,905.441,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,None,Unknown,Unknown,
13,1107.91,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,None,Unknown,Unknown,
13,1306.942,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,None,Unknown,Unknown,
13,1348.717,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(2).MP4,aggression,None,Unknown,Unknown,
13,1462.167,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(3).MP4,aggression,None,Unknown,Unknown,
13,1467.939,E:/Honduras/Utila 2022/Individual damsels/Individual behavior videos/CV_T1_ID13/CV_T1_ID13(3).MP4,aggression,None,Unknown,Unknown,
