"","OpCode","Time","Z","X","Family","Genus","Species","Stage","Number"
"278","T1_310722_pm(2)",1.8541,-4828.111,2739.799,"Labridae","Clepticus","parrae","AD",1
"279","T1_310722_pm(2)",1.8541,-6448.061,1541.352,"Reference","Reference","Reference","",7
"280","T1_310722_pm(2)",1.8541,-6172.265,809.016,"Reference","Reference","Reference","",8
"281","T1_010822",0.8175,-2618.786,958.006,"Reference","Reference","Reference","",1
"282","T1_010822",0.8175,-3262.119,989.604,"Reference","Reference","Reference","",2
"283","T1_010822",0.8175,-1378.925,43.043,"Pomacentridae","Chromis","cyanea","AD",1
"284","T1_010822",0.8175,-1711.628,212.535,"Pomacentridae","Chromis","cyanea","AD",1
"285","T1_010822",0.8175,-1356.18,-176.656,"Pomacentridae","Chromis","cyanea","AD",1
"286","T1_010822",0.8175,-1440.667,-416.86,"Pomacentridae","Chromis","cyanea","AD",1
"287","T1_010822",1.1211,-3840.688,-222.127,"Reference","Reference","Reference","",4
"288","T1_010822",1.1211,-1820.201,-123.666,"Reference","Reference","Reference","",3
"289","T1_010822",1.1211,-1871.288,10.952,"Scaridae","Scarus","croicensus","J",1
"290","T1_010822",1.1211,-1832.992,-182.347,"Scaridae","Scarus","croicensus","J",1
"291","T1_010822",1.1211,-1804.904,-162.061,"Scaridae","Scarus","croicensus","J",1
"292","T1_010822",1.1806,-2888.931,-485.119,"Reference","Reference","Reference","",5
"293","T1_010822",1.1806,-3241.835,-223.85,"Reference","Reference","Reference","",4
"294","T1_010822",1.1806,-2521.59,-44.129,"Labridae","Thalassoma","bifasciatum","J",1
"295","T1_010822",1.1806,-2650.006,-128.054,"Labridae","Thalassoma","bifasciatum","J",1
"296","T1_010822",1.1806,-2738.468,-85.941,"Pomacentridae","Chromis","cyanea","AD",1
"297","T1_010822",1.1806,-2566.436,-362.368,"Pomacentridae","Chromis","cyanea","AD",1
"298","T1_010822",1.1806,-2374.892,91.786,"Pomacentridae","Chromis","cyanea","AD",1
"299","T1_010822",1.1806,-2185.43,274.982,"Pomacentridae","Chromis","cyanea","AD",1
"300","T1_010822",1.1806,-2576.444,138.136,"Scaridae","Sparisoma","aurofrenatum","AD",1
"301","T1_010822",1.1806,-1301.442,231.161,"Pomacentridae","Chromis","cyanea","AD",1
"302","T1_010822",1.1806,-1334.83,296.69,"Pomacentridae","Chromis","cyanea","AD",1
"303","T1_010822",1.2512,-1840.139,-141.63,"Labridae","Thalassoma","bifasciatum","J",1
"304","T1_010822",1.2512,-1743.049,-115.664,"Labridae","Thalassoma","bifasciatum","J",1
"305","T1_010822",1.2512,-1927.168,-39.337,"Labridae","Thalassoma","bifasciatum","J",1
"306","T1_010822",1.2512,-1832.615,-517.449,"Scaridae","Scarus","croicensus","J",1
"307","T1_010822",1.2512,-1848.948,-711.358,"Labridae","Thalassoma","bifasciatum","J",1
"308","T1_010822",1.2512,-1997.73,-535.985,"Pomacentridae","Chromis","cyanea","AD",1
"309","T1_010822",1.2512,-2365.285,-471.469,"Reference","Reference","Reference","",5
"310","T1_010822",1.2512,-2705.354,-190.714,"Reference","Reference","Reference","",4
"311","T1_010822",1.412,-1810.903,270.86,"Scaridae","Scarus","croicensus","J",1
"312","T1_010822",1.412,-1459.093,370.288,"Labridae","Thalassoma","bifasciatum","J",1
"313","T1_010822",1.412,-1453.128,592.756,"Pomacentridae","Chromis","cyanea","AD",1
"314","T1_010822",1.412,-2462.111,-396.902,"Reference","Reference","Reference","",4
"315","T1_010822",1.412,-1937.486,438.339,"Reference","Reference","Reference","",6
"316","T1_010822",1.625,-2335.898,42.686,"Scaridae","Scarus","croicensus","J",1
"317","T1_010822",1.625,-3394.612,-467.141,"Pomacentridae","Chromis","cyanea","AD",1
"318","T1_010822",1.625,-3044.454,-263.37,"Pomacentridae","Chromis","cyanea","AD",1
"319","T1_010822",1.625,-3195.114,-193.051,"Pomacentridae","Chromis","cyanea","AD",1
"320","T1_010822",1.625,-3260.139,-512.826,"Pomacentridae","Chromis","cyanea","AD",1
"321","T1_010822",1.625,-3180.946,-350.3,"Pomacentridae","Chromis","cyanea","AD",1
"322","T1_010822",1.625,-2707.597,-375.383,"Pomacentridae","Chromis","cyanea","AD",1
"323","T1_010822",1.625,-2928.362,-339.162,"Pomacentridae","Chromis","cyanea","AD",1
"324","T1_010822",1.625,-2854.57,-720.187,"Scaridae","Scarus","croicensus","AD",1
"325","T1_010822",1.625,-3591.437,394.861,"Reference","Reference","Reference","",7
"326","T1_010822",1.625,-3193.458,1028.598,"Reference","Reference","Reference","",8
"327","T1_010822",2.1455,-3818.661,-576.668,"Lutjanidae","Ocyurus","chrysurus","AD",1
"328","T1_010822",2.1455,-5020.178,324.474,"Acanthuridae","Acanthurus","coeruleus","AD",1
"329","T1_010822",2.1455,-5310.932,188.833,"Pomacanthidae","Pomacanthus","paru","AD",1
"330","T1_010822",2.1455,-4332.266,555.632,"Reference","Reference","Reference","",9
"331","T1_010822",2.1455,-5242.363,304.843,"Reference","Reference","Reference","",10
"332","T1_010822",2.1744,-2510.933,430.298,"Pomacentridae","Chromis","cyanea","AD",1
"333","T1_010822",2.1744,-2596.418,500.335,"Pomacentridae","Chromis","cyanea","AD",1
"334","T1_010822",2.1744,-2267.734,508.827,"Labridae","Thalassoma","bifasciatum","J",1
"335","T1_010822",2.1744,-2391.236,553.581,"Labridae","Thalassoma","bifasciatum","J",1
"336","T1_010822",2.1744,-2411.577,699.39,"Labridae","Thalassoma","bifasciatum","J",1
"337","T1_010822",2.1744,-3987.46,690.881,"Reference","Reference","Reference","",9
"338","T1_010822",2.1744,-4914.233,485.542,"Reference","Reference","Reference","",10
"339","T1_010822",2.2417,-3149.458,457.368,"Scaridae","Scarus","croicensus","J",1
"340","T1_010822",2.2417,-3230.848,378.217,"Reference","Reference","Reference","",9
"341","T1_010822",2.2417,-4154.863,123.818,"Reference","Reference","Reference","",10
"342","T1_010822",2.3273,-1835.03,-58.572,"Pomacentridae","Chromis","cyanea","J",1
"343","T1_010822",2.3273,-1985.481,45.01,"Labridae","Thalassoma","bifasciatum","J",1
"344","T1_010822",2.3273,-2285.464,96.108,"Reference","Reference","Reference","",9
"345","T1_010822",2.3273,-2868.019,10.061,"Reference","Reference","Reference","",11
"346","T1_010822",2.3329,-2203.441,70.492,"Reference","Reference","Reference","",9
"347","T1_010822",2.3329,-2793.575,-23.918,"Reference","Reference","Reference","",11
"348","T1_010822",2.3329,-1769.487,-87.735,"Pomacentridae","Chromis","cyanea","AD",1
"349","T1_010822",2.3329,-2666.098,-112.245,"Pomacentridae","Chromis","cyanea","AD",1
"350","T1_010822",2.3329,-4111.314,805.848,"Pomacentridae","Chromis","cyanea","AD",1
"351","T1_010822",2.3329,-3688.761,867.589,"Pomacentridae","Chromis","cyanea","AD",1
"352","T1_010822",2.3329,-2479.615,16.741,"Pomacentridae","Chromis","cyanea","AD",1
"353","T1_010822",2.8862,-2366.565,1050.842,"Scaridae","Scarus","croicensus","J",1
"354","T1_010822",2.8862,-2273.693,1003.943,"Scaridae","Scarus","croicensus","J",1
"355","T1_010822",2.8862,-2554.2,1227.663,"Scaridae","Scarus","croicensus","J",1
"356","T1_010822",2.8862,-2063.213,402.528,"Labridae","Thalassoma","bifasciatum","J",1
"357","T1_010822",2.8862,-3732.174,867.444,"Reference","Reference","Reference","",12
"358","T1_010822",2.8862,-3586.632,146.347,"Reference","Reference","Reference","",13
