"","OpCode","Time","Z","X","Family","Genus","Species","Stage","Number"
"35","T1_300722",1.57324,-2434.51577,625.54269,"Scaridae","Scarus","croicensus","AD",1
"36","T1_300722",1.57324,-2809.09142,1077.85945,"Pomacentridae","Chromis","cyanea","AD",1
"37","T1_300722",1.57324,-1807.308,170.31959,"Reference","Reference","Reference","",3
"38","T1_300722",1.57324,-1920.67842,-658.80112,"Reference","Reference","Reference","",5
"39","T1_300722",1.68613,-2225.26262,1099.39234,"Pomacentridae","Chromis","cyanea","AD",1
"40","T1_300722",1.68613,-3225.94085,1889.46008,"Pomacentridae","Chromis","cyanea","AD",2
"41","T1_300722",1.68613,-2309.07041,905.82695,"Pomacentridae","Chromis","cyanea","AD",3
"42","T1_300722",1.68613,-2250.96083,1035.33021,"Pomacentridae","Chromis","cyanea","AD",4
"43","T1_300722",1.68613,-3623.34156,1022.65014,"Pomacentridae","Chromis","cyanea","AD",5
"44","T1_300722",1.68613,-2798.57819,615.21106,"Pomacentridae","Chromis","cyanea","AD",6
"45","T1_300722",1.68613,-2321.97765,589.72411,"Pomacentridae","Chromis","cyanea","AD",7
"46","T1_300722",1.68613,-3598.76776,234.165,"Pomacentridae","Chromis","cyanea","AD",8
"47","T1_300722",1.68613,-4183.06343,402.93008,"Pomacentridae","Chromis","cyanea","AD",9
"48","T1_300722",1.68613,-1876.72105,851.7049,"Scaridae","Scarus","croicensus","J",1
"49","T1_300722",1.68613,-2131.08687,89.06764,"Reference","Reference","Reference","",4
"50","T1_300722",1.68613,-1388.66571,-667.82961,"Reference","Reference","Reference","",5
"51","T1_300722",1.84073,-1252.32424,-14.36122,"Reference","Reference","Reference","",4
"52","T1_300722",1.84073,-4780.51356,1101.15539,"Reference","Reference","Reference","",6
"53","T1_300722",1.84073,-1666.86784,272.77635,"Pomacentridae","Chromis","cyanea","AD",1
"54","T1_300722",1.84073,-2656.69829,350.83261,"Pomacentridae","Chromis","cyanea","AD",2
"55","T1_300722",1.84073,-3868.64042,382.75983,"Pomacentridae","Chromis","cyanea","AD",3
"56","T1_300722",1.84073,-3413.39761,206.27569,"Pomacentridae","Chromis","cyanea","AD",4
"57","T1_300722",1.84073,-3183.44101,281.13396,"Pomacentridae","Chromis","cyanea","AD",5
"58","T1_300722",1.84073,-3452.38235,-95.66455,"Pomacentridae","Chromis","cyanea","AD",6
"59","T1_300722",2.19608,-2832.21484,192.01855,"Reference","Reference","Reference","",6
"60","T1_300722",2.19608,-2474.39147,832.02345,"Reference","Reference","Reference","",7
"61","T1_300722",2.19608,-2642.42102,151.32855,"Pomacentridae","Chromis","cyanea","AD",1
"62","T1_300722",2.19608,-2748.29296,163.45476,"Pomacentridae","Chromis","cyanea","AD",2
"63","T1_300722",2.19608,-2129.81947,130.71139,"Pomacentridae","Chromis","cyanea","AD",4
"64","T1_300722",2.19608,-2369.5985,300.45484,"Pomacentridae","Chromis","cyanea","AD",3
"65","T1_300722",2.78612,-2707.57509,-140.1812,"Reference","Reference","Reference","",8
"66","T1_300722",2.78612,-4020.04664,487.30825,"Reference","Reference","Reference","",9
"67","T1_300722",2.78612,-3443.25207,799.29811,"Scaridae","Scarus","croicensus","J",1
"68","T1_300722",2.78612,-3305.69255,1050.05976,"Scaridae","Scarus","croicensus","J",2
"69","T1_300722",2.78612,-5039.88173,1475.86441,"Pomacentridae","Chromis","cyanea","AD",1
"70","T1_300722",2.78612,-5035.42025,1908.07895,"Pomacentridae","Chromis","cyanea","AD",2
"71","T1_300722",2.78612,-4966.41203,1305.67955,"Pomacentridae","Chromis","cyanea","AD",3
"72","T1_300722",2.78612,-3168.80824,-839.72251,"Pomacentridae","Chromis","cyanea","AD",4
"73","T1_300722",3.00411,-2274.13999,377.37273,"Reference","Reference","Reference","",9
"74","T1_300722",3.00411,-3221.27786,114.16419,"Reference","Reference","Reference","",10
"75","T1_310722_am",0.8825,-3695.357,785.835,"Reference","Reference","Reference","",1
"76","T1_310722_am",0.8825,-4987.389,497.033,"Reference","Reference","Reference","",2
"77","T1_310722_am",0.8825,-3426.328,-976.514,"Scaridae","Scarus","croicensus","J",NA
"78","T1_310722_am",0.8825,-2401.004,-969.446,"Labridae","Thalassoma","bifasciatum","J",1
"79","T1_310722_am",0.8825,-2022.121,-952.082,"Pomacentridae","Chromis","cyanea","AD",1
"80","T1_310722_am",0.8825,-2930.542,-1166.033,"Pomacentridae","Chromis","cyanea","AD",2
"81","T1_310722_am",0.8825,-2841.914,-1385.873,"Pomacentridae","Chromis","cyanea","AD",3
"82","T1_310722_am",1.2913,-1618.761,-71.172,"Reference","Reference","Reference","",2
"83","T1_310722_am",1.2913,-2861.644,370.139,"Reference","Reference","Reference","",3
"84","T1_310722_am",1.2913,-1584.523,-0.983,"Scaridae","Scarus","croicensus","J",1
"85","T1_310722_am",1.2913,-1328.471,-28.451,"Labridae","Thalassoma","bifasciatum","J",NA
"86","T1_310722_am",1.2913,-1666.6,-89.024,"Pomacentridae","Chromis","cyanea","AD",1
"87","T1_310722_am",1.2913,-1726.686,-108.304,"Pomacentridae","Chromis","cyanea","AD",2
"88","T1_310722_am",1.2913,-1559.75,24.357,"Pomacentridae","Chromis","cyanea","AD",3
"89","T1_310722_am",1.2913,-1496.869,77.104,"Pomacentridae","Chromis","cyanea","AD",4
"90","T1_310722_am",1.2913,-1489.151,172.248,"Labridae","Thalassoma","bifasciatum","J",2
"91","T1_310722_am",1.2913,-1712.096,-777.757,"Labridae","Thalassoma","bifasciatum","J",3
"92","T1_310722_am",1.2913,-1576.018,-672.005,"Scaridae","Scarus","croicensus","J",2
"93","T1_310722_am",1.2913,-1772.564,-558.893,"Scaridae","Scarus","croicensus","J",3
"94","T1_310722_am",1.2913,-1540.366,-477.45,"Labridae","Thalassoma","bifasciatum","J",4
"95","T1_310722_am",1.5032,-1634.184,404.048,"Reference","Reference","Reference","",3
"96","T1_310722_am",1.5032,-1748.72,-406.086,"Reference","Reference","Reference","",4
"97","T1_310722_am",1.5032,-1658.014,349.855,"Pomacentridae","Chromis","cyanea","AD",1
"98","T1_310722_am",1.5032,-1312.66,-17.265,"Pomacentridae","Chromis","cyanea","AD",2
"99","T1_310722_am",1.5032,-1273.227,-59.511,"Pomacentridae","Chromis","cyanea","AD",3
"100","T1_310722_am",1.5032,-1222.306,-256.715,"Pomacentridae","Chromis","cyanea","AD",4
"101","T1_310722_am",1.5032,-1287.242,-215.061,"Pomacentridae","Chromis","cyanea","AD",5
"102","T1_310722_am",1.5032,-1171.458,-257.951,"Pomacentridae","Chromis","cyanea","AD",6
"103","T1_310722_am",1.5916,-2041.138,-102.652,"Reference","Reference","Reference","",5
"104","T1_310722_am",1.5916,-1708.652,-399.603,"Reference","Reference","Reference","",6
"105","T1_310722_am",1.5916,-2410.172,213.775,"Scaridae","Scarus","croicensus","J",1
"106","T1_310722_am",1.5916,-2216.277,740.683,"Scaridae","Sparisoma","aurofrenatum","AD",1
"107","T1_310722_am",2.795,-3262.157,669.853,"Reference","Reference","Reference","",7
"108","T1_310722_am",2.795,-4226.905,455.737,"Reference","Reference","Reference","",8
"109","T1_310722_am",2.795,-4171.039,1789.338,"Pomacentridae","Chromis","cyanea","AD",1
"110","T1_310722_am",2.795,-3430.289,1307.882,"Pomacentridae","Chromis","cyanea","AD",2
"111","T1_310722_am",2.795,-3469.786,1567.223,"Pomacentridae","Chromis","cyanea","AD",3
"112","T1_310722_am",2.795,-5526.81,1673.476,"Pomacentridae","Chromis","cyanea","AD",4
"113","T1_310722_am",2.795,-4096.395,1353.625,"Pomacentridae","Chromis","cyanea","AD",5
"114","T1_310722_am",3.142,-2147.318,-454.642,"Reference","Reference","Reference","",9
"115","T1_310722_am",3.142,-1159.253,196.86,"Reference","Reference","Reference","",10
"116","T1_310722_am",3.142,-2709.563,-592.625,"Labridae","Thalassoma","bifasciatum","J",1
"117","T1_310722_am",3.142,-2985.066,-628.586,"Labridae","Thalassoma","bifasciatum","J",2
"118","T1_310722_am",3.142,-3132.013,-71.98,"Labridae","Thalassoma","bifasciatum","J",3
"119","T1_310722_am",3.142,-3107.15,187.732,"Scaridae","Scarus","croicensus","J",1
"120","T1_310722_am",3.142,-1996.044,591.758,"Pomacentridae","Chromis","cyanea","AD",1
"121","T1_310722_am",3.142,-1842.883,594.877,"Pomacentridae","Chromis","cyanea","AD",2
"122","T1_310722_am",3.142,-1765.705,667.892,"Pomacentridae","Chromis","cyanea","AD",3
"123","T1_310722_am",3.142,-3109.023,-261.611,"Labridae","Thalassoma","bifasciatum","J",4
"124","T1_310722_am",3.142,-1640.417,-24.449,"Pomacentridae","Chromis","cyanea","AD",4
"125","T1_310722_pm(1)",1.105,-3596.087,771.834,"Reference","Reference","Reference","",1
"126","T1_310722_pm(1)",1.105,-4842.1,425.275,"Reference","Reference","Reference","",2
"127","T1_310722_pm(1)",1.105,-2196.994,-1061.08,"Pomacentridae","Chromis","cyanea","AD",1
"128","T1_310722_pm(1)",1.105,-2176.986,-919.577,"Pomacentridae","Chromis","cyanea","AD",2
"129","T1_310722_pm(1)",1.105,-2462.467,979.546,"Pomacentridae","Chromis","cyanea","AD",3
"130","T1_310722_pm(1)",1.105,-2730.162,723.373,"Pomacentridae","Chromis","cyanea","AD",4
"131","T1_310722_pm(1)",1.105,-8916.676,2119.754,"Kyphosidae","Kyphosus","sectatrix","AD",1
"132","T1_310722_pm(1)",1.3825,-2034.818,64.3,"Reference","Reference","Reference","",1
"133","T1_310722_pm(1)",1.3825,-3156.985,-519.235,"Reference","Reference","Reference","",2
"134","T1_310722_pm(1)",1.3825,-3382.327,-1490.614,"Scaridae","Sparisoma","aurofrenatum","AD",1
"135","T1_310722_pm(1)",1.3825,-3987.766,-1529.375,"Scaridae","Scarus","croicensus","J",1
"136","T1_310722_pm(1)",1.3825,-3143.471,854.646,"Pomacentridae","Chromis","cyanea","AD",1
"137","T1_310722_pm(1)",1.3825,-3117.341,859.733,"Pomacentridae","Chromis","cyanea","AD",2
"138","T1_310722_pm(1)",1.3825,-5681.948,-449.849,"Pomacentridae","Chromis","cyanea","AD",3
"139","T1_310722_pm(1)",1.4381,-3225.564,-1698.046,"Scaridae","Sparisoma","aurofrenatum","AD",1
"140","T1_310722_pm(1)",1.4381,-3540.275,-1187.123,"Scaridae","Scarus","croicensus","J",1
"141","T1_310722_pm(1)",1.4381,-1652.598,76.162,"Reference","Reference","Reference","",1
"142","T1_310722_pm(1)",1.4381,-2780.333,-525.085,"Reference","Reference","Reference","",2
"143","T1_310722_pm(1)",1.8663,-1496.251,-658.704,"Reference","Reference","Reference","",3
"144","T1_310722_pm(1)",1.8663,-1846.154,-611.457,"Reference","Reference","Reference","",4
"145","T1_310722_pm(1)",1.8663,-5385.709,-91.472,"Kyphosidae","Kyphosus","sectatrix","AD",1
"146","T1_310722_pm(1)",1.8663,-2445.755,-117.4,"Pomacentridae","Chromis","cyanea","AD",1
"147","T1_310722_pm(1)",1.8663,-2870.692,506.255,"Pomacentridae","Chromis","cyanea","AD",2
"148","T1_310722_pm(1)",1.8663,-2576.682,707.017,"Pomacentridae","Chromis","cyanea","AD",3
"149","T1_310722_pm(1)",1.8663,-2165.853,544.831,"Pomacentridae","Chromis","cyanea","AD",4
"150","T1_310722_pm(1)",1.8663,-2193.112,361.44,"Scaridae","Scarus","croicensus","J",1
"151","T1_310722_pm(1)",1.8663,-1879.277,565.84,"Pomacentridae","Chromis","cyanea","AD",5
"152","T1_310722_pm(1)",1.8663,-1742.159,658.542,"Pomacentridae","Chromis","cyanea","AD",7
"153","T1_310722_pm(1)",1.8663,-1885.521,550.423,"Pomacentridae","Chromis","cyanea","AD",6
"154","T1_310722_pm(1)",1.8663,-4324.248,-211.954,"Pomacentridae","Chromis","cyanea","AD",8
"155","T1_310722_pm(1)",1.9397,-1596.311,-668.008,"Reference","Reference","Reference","",5
"156","T1_310722_pm(1)",1.9397,-2128.198,326.606,"Reference","Reference","Reference","AD",6
"157","T1_310722_pm(1)",1.9397,-1997.08,973.301,"Kyphosidae","Kyphosus","sectatrix","AD",1
"158","T1_310722_pm(1)",1.9397,-1669.485,411.171,"Pomacentridae","Chromis","cyanea","AD",1
"159","T1_310722_pm(1)",1.9397,-1913.899,539.97,"Pomacentridae","Chromis","cyanea","AD",2
"160","T1_310722_pm(1)",1.9397,-1571.237,629.312,"Pomacentridae","Chromis","cyanea","AD",3
"161","T1_310722_pm(1)",1.9397,-1717.607,620.107,"Labridae","Thalassoma","bifasciatum","J",1
"162","T1_310722_pm(1)",1.9397,-1752.995,708.069,"Labridae","Thalassoma","bifasciatum","J",1
"163","T1_310722_pm(1)",1.9397,-1751.353,229.142,"Serranidae","Hypoplectrus","puella","AD",1
"164","T1_310722_pm(1)",1.9397,-2093.87,348.062,"Scaridae","Scarus","croicensus","J",1
"165","T1_310722_pm(1)",1.9397,-1885.464,119.593,"Pomacentridae","Chromis","cyanea","AD",4
"166","T1_310722_pm(1)",1.9397,-1961.032,136.437,"Pomacentridae","Chromis","cyanea","AD",5
"167","T1_310722_pm(1)",1.9397,-3072.352,-450.582,"Pomacentridae","Chromis","cyanea","AD",6
"168","T1_310722_pm(1)",1.9397,-3336.873,-355.813,"Pomacentridae","Chromis","cyanea","AD",7
"169","T1_310722_pm(1)",1.9397,-3409.535,-290.308,"Pomacentridae","Chromis","cyanea","AD",8
"170","T1_310722_pm(1)",1.9397,-2366.711,-340.447,"Pomacentridae","Chromis","cyanea","AD",9
"171","T1_310722_pm(1)",1.9397,-2847.96,-107.204,"Pomacentridae","Chromis","cyanea","AD",10
"172","T1_310722_pm(1)",1.9397,-4729.835,-418.871,"Pomacentridae","Chromis","cyanea","AD",11
"173","T1_310722_pm(1)",1.9397,-1641.85,190.145,"Pomacentridae","Chromis","cyanea","AD",12
"174","T1_310722_pm(1)",2.0204,-1359.866,-388.245,"Reference","Reference","Reference","",7
"175","T1_310722_pm(1)",2.0204,-1619.84,469.938,"Reference","Reference","Reference","",6
"176","T1_310722_pm(1)",2.0204,-1208.823,-82.784,"Lutjanidae","Ocyurus","chrysurus","AD",1
"177","T1_310722_pm(1)",2.0832,-1298.086,332.587,"Reference","Reference","Reference","",6
"178","T1_310722_pm(1)",2.0832,-4733.067,791.734,"Reference","Reference","Reference","",8
"179","T1_310722_pm(1)",2.0832,-2253.672,42.629,"Scaridae","Sparisoma","aurofrenatum","AD",1
"180","T1_310722_pm(1)",2.0832,-2147.574,-598.439,"Scaridae","Sparisoma","aurofrenatum","AD",2
"181","T1_310722_pm(1)",2.0832,-1574.761,394.383,"Labridae","Thalassoma","bifasciatum","J",1
"182","T1_310722_pm(1)",2.0832,-1607.299,454.472,"Labridae","Thalassoma","bifasciatum","J",2
"183","T1_310722_pm(1)",2.0832,-1392.159,486.23,"Labridae","Thalassoma","bifasciatum","J",3
"184","T1_310722_pm(1)",2.0832,-1492.907,684.286,"Labridae","Thalassoma","bifasciatum","J",4
"185","T1_310722_pm(1)",2.2767,-8603.026,617.331,"Reference","Reference","Reference","",9
"186","T1_310722_pm(1)",2.2767,-9476.318,261.584,"Reference","Reference","Reference","",10
"187","T1_310722_pm(1)",2.2767,-1548.242,-746.078,"Acanthuridae","Acanthurus","coeruleus","AD",1
"188","T1_310722_pm(1)",2.5481,-1843.836,148.647,"Reference","Reference","Reference","",8
"189","T1_310722_pm(1)",2.5481,-7175.304,236.021,"Reference","Reference","Reference","",9
"190","T1_310722_pm(1)",2.5481,-1273.146,-395.324,"Pomacentridae","Chromis","cyanea","AD",1
"191","T1_310722_pm(1)",2.5481,-1499.946,-315.018,"Pomacentridae","Chromis","cyanea","AD",2
"192","T1_310722_pm(1)",2.5481,-1243.841,-109.698,"Pomacentridae","Chromis","cyanea","AD",3
"193","T1_310722_pm(1)",2.5481,-1592.21,-752.519,"Pomacentridae","Chromis","cyanea","AD",4
"194","T1_310722_pm(1)",2.7272,-5765.96,627.786,"Reference","Reference","Reference","AD",9
"195","T1_310722_pm(1)",2.7272,-6724.602,360.067,"Reference","Reference","Reference","AD",10
"196","T1_310722_pm(1)",2.7272,-6459.916,336.672,"Kyphosidae","Kyphosus","sectatrix","AD",1
"197","T1_310722_pm(1)",2.8729,-3032.879,611.534,"Scaridae","Sparisoma","aurofrenatum","AD",1
"198","T1_310722_pm(1)",2.8729,-4688.298,616.271,"Reference","Reference","Reference","",9
"199","T1_310722_pm(1)",2.8729,-5635.017,349.542,"Reference","Reference","Reference","",10
"200","T1_310722_pm(1)",3.1287,-2269.737,218.62,"Reference","Reference","Reference","",9
"201","T1_310722_pm(1)",3.1287,-3209.405,-114.09,"Reference","Reference","Reference","",10
"202","T1_310722_pm(1)",3.1287,-2272.085,379.519,"Pomacentridae","Chromis","cyanea","AD",1
"203","T1_310722_pm(1)",3.1287,-1981.184,968.6,"Pomacentridae","Chromis","cyanea","AD",2
"204","T1_310722_pm(1)",3.1287,-1921.914,796.023,"Pomacentridae","Chromis","cyanea","AD",3
"205","T1_310722_pm(1)",3.1287,-3316.912,1543.528,"Pomacentridae","Chromis","cyanea","AD",4
"206","T1_310722_pm(1)",3.1287,-3700.971,1752.327,"Pomacentridae","Chromis","cyanea","AD",5
"207","T1_310722_pm(1)",3.1287,-3362.161,1354.674,"Pomacentridae","Chromis","cyanea","AD",6
"208","T1_310722_pm(1)",3.1287,-3802.575,1256.362,"Pomacentridae","Chromis","cyanea","AD",7
"209","T1_310722_pm(1)",3.6853,-4494.415,-1835.72,"Scaridae","Sparisoma","viride","AD",1
"210","T1_310722_pm(1)",3.6853,-5070.095,813.47,"Reference","Reference","Reference","",11
"211","T1_310722_pm(1)",3.6853,-4901.042,97.831,"Reference","Reference","Reference","",12
"212","T1_310722_pm(1)",3.9968,-1824.944,922.093,"Pomacentridae","Chromis","cyanea","AD",1
"213","T1_310722_pm(1)",3.9968,-1850.154,939.499,"Labridae","Thalassoma","bifasciatum","J",1
"214","T1_310722_pm(1)",3.9968,-1706.132,280.584,"Labridae","Thalassoma","bifasciatum","J",1
"215","T1_310722_pm(1)",3.9968,-1876.845,287.563,"Scaridae","Scarus","croicensus","J",1
"216","T1_310722_pm(1)",3.9968,-2115.44,540.406,"Reference","Reference","Reference","",11
"217","T1_310722_pm(1)",3.9968,-1939.227,-167.969,"Reference","Reference","Reference","",12
"218","T1_310722_pm(1)",4.0301,-1612.2,188.066,"Scaridae","Scarus","croicensus","J",1
"219","T1_310722_pm(1)",4.0301,-1718.744,295.019,"Scaridae","Scarus","croicensus","J",2
"220","T1_310722_pm(1)",4.0301,-1887.148,472.503,"Reference","Reference","Reference","",11
"221","T1_310722_pm(1)",4.0301,-1692.639,-228.372,"Reference","Reference","Reference","",12
"222","T1_310722_pm(1)",4.0301,-1604.853,603.616,"Labridae","Thalassoma","bifasciatum","J",1
"223","T1_310722_pm(1)",4.0301,-1395.914,355.773,"Labridae","Thalassoma","bifasciatum","J",2
"224","T1_310722_pm(1)",4.0301,-1656.044,658.58,"Labridae","Thalassoma","bifasciatum","J",3
"225","T1_310722_pm(1)",4.0301,-1411.018,533.776,"Labridae","Thalassoma","bifasciatum","J",4
"226","T1_310722_pm(1)",4.0301,-1715.008,487.825,"Scaridae","Scarus","croicensus","J",3
"227","T1_310722_pm(2)",0.684,-3987.912,-898.638,"Reference","Reference","Reference","",1
"228","T1_310722_pm(2)",0.684,-4553.866,-604.509,"Reference","Reference","Reference","",2
"229","T1_310722_pm(2)",0.684,-3452.602,71.079,"Pomacentridae","Chromis","cyanea","AD",1
"230","T1_310722_pm(2)",0.684,-4204.57,394.562,"Pomacentridae","Chromis","cyanea","AD",1
"231","T1_310722_pm(2)",0.684,-3857.022,-1.694,"Pomacentridae","Chromis","cyanea","AD",1
"232","T1_310722_pm(2)",0.684,-4616.793,-573.067,"Scaridae","Sparisoma","aurofrenatum","AD",1
"233","T1_310722_pm(2)",0.684,-3758.237,73.508,"Pomacentridae","Chromis","cyanea","AD",1
"234","T1_310722_pm(2)",0.684,-7345.363,-95.675,"Lutjanidae","Ocyurus","chrysurus","AD",1
"235","T1_310722_pm(2)",0.684,-6219.35,-653.399,"Pomacentridae","Chromis","cyanea","AD",1
"236","T1_310722_pm(2)",0.684,-6518.449,-426.237,"Pomacentridae","Chromis","cyanea","AD",1
"237","T1_310722_pm(2)",0.684,-4247.772,-447.973,"Pomacentridae","Chromis","cyanea","AD",1
"238","T1_310722_pm(2)",0.684,-5309.651,-628.963,"Pomacentridae","Chromis","cyanea","AD",1
"239","T1_310722_pm(2)",0.684,-5724.446,-585.832,"Pomacentridae","Chromis","cyanea","AD",1
"240","T1_310722_pm(2)",0.684,-5357.871,-639.364,"Pomacentridae","Chromis","cyanea","AD",1
"241","T1_310722_pm(2)",0.748,-3127.498,-1303.03,"Reference","Reference","Reference","",1
"242","T1_310722_pm(2)",0.748,-3840.99,-1105.757,"Reference","Reference","Reference","",2
"243","T1_310722_pm(2)",0.748,-2873.468,-1427.33,"Scaridae","Sparisoma","aurofrenatum","AD",1
"244","T1_310722_pm(2)",0.8998,-1734.531,-501.838,"Labridae","Thalassoma","bifasciatum","J",1
"245","T1_310722_pm(2)",0.8998,-2413.88,-423.529,"Labridae","Thalassoma","bifasciatum","J",1
"246","T1_310722_pm(2)",0.8998,-2701.896,-313.403,"Labridae","Thalassoma","bifasciatum","J",1
"247","T1_310722_pm(2)",0.8998,-2116.529,-303.261,"Labridae","Thalassoma","bifasciatum","J",1
"248","T1_310722_pm(2)",0.8998,-2184.153,-443.361,"Labridae","Thalassoma","bifasciatum","J",1
"249","T1_310722_pm(2)",0.8998,-2182.978,-1022.452,"Reference","Reference","Reference","",2
"250","T1_310722_pm(2)",0.8998,-2559.081,-224.986,"Reference","Reference","Reference","",3
"251","T1_310722_pm(2)",1.0105,-4768.399,147.804,"Reference","Reference","Reference","",4
"252","T1_310722_pm(2)",1.0105,-10297.014,492.552,"Reference","Reference","Reference","",5
"253","T1_310722_pm(2)",1.0105,-2561.453,-1288.641,"Acanthuridae","Acanthurus","coeruleus","AD",1
"254","T1_310722_pm(2)",1.0105,-2365.938,-1350.926,"Acanthuridae","Acanthurus","coeruleus","AD",1
"255","T1_310722_pm(2)",1.4359,-4481.077,275.504,"Reference","Reference","Reference","AD",5
"256","T1_310722_pm(2)",1.4359,-5378.347,-45.173,"Reference","Reference","Reference","",6
"257","T1_310722_pm(2)",1.4359,-4733.3,440.223,"Pomacentridae","Chromis","cyanea","AD",1
"258","T1_310722_pm(2)",1.4359,-5261.662,572.742,"Pomacentridae","Chromis","cyanea","AD",1
"259","T1_310722_pm(2)",1.4359,-5054.855,363.298,"Pomacentridae","Chromis","cyanea","AD",1
"260","T1_310722_pm(2)",1.4359,-8118.338,1029.656,"Lutjanidae","Ocyurus","chrysurus","AD",1
"261","T1_310722_pm(2)",1.5894,-3874.309,375.129,"Labridae","Clepticus","parrae","AD",1
"262","T1_310722_pm(2)",1.5894,-2867.309,1249.291,"Labridae","Clepticus","parrae","AD",1
"263","T1_310722_pm(2)",1.5894,-4439.628,2350.417,"Lutjanidae","Ocyurus","chrysurus","AD",1
"264","T1_310722_pm(2)",1.5894,-7806.519,3921.822,"Lutjanidae","Ocyurus","chrysurus","AD",1
"265","T1_310722_pm(2)",1.5894,-4518.394,2512.742,"Labridae","Clepticus","parrae","AD",1
"266","T1_310722_pm(2)",1.5894,-6510.241,1032.447,"Lutjanidae","Ocyurus","chrysurus","AD",1
"267","T1_310722_pm(2)",1.5894,-3366.71,-1241.336,"Pomacentridae","Chromis","cyanea","AD",1
"268","T1_310722_pm(2)",1.5894,-3660.824,-1255.064,"Pomacentridae","Chromis","cyanea","AD",1
"269","T1_310722_pm(2)",1.5894,-9424.275,258.803,"Reference","Reference","Reference","AD",7
"270","T1_310722_pm(2)",1.5894,-9155.606,-383.313,"Reference","Reference","Reference","AD",8
"271","T1_310722_pm(2)",1.6572,-8938.916,834.876,"Reference","Reference","Reference","",7
"272","T1_310722_pm(2)",1.6572,-8656.53,149.251,"Reference","Reference","Reference","",8
"273","T1_310722_pm(2)",1.6572,-5724.517,591.062,"Lutjanidae","Ocyurus","chrysurus","AD",1
"274","T1_310722_pm(2)",1.8541,-2277.499,-259.753,"Labridae","Clepticus","parrae","AD",1
"275","T1_310722_pm(2)",1.8541,-3095.67,1057.913,"Labridae","Clepticus","parrae","AD",1
"276","T1_310722_pm(2)",1.8541,-6276.489,2645.042,"Pomacentridae","Chromis","cyanea","AD",1
"277","T1_310722_pm(2)",1.8541,-6155.368,3635.382,"Pomacentridae","Chromis","cyanea","AD",1
